Text,Character,Affiliation,Episode,EpisodeName,Season
King of the Andals and the First Men …,EDDARD STARK,NORTH,1,Winter is Coming,1
" Lord of the Seven Kingdoms and protector of the realm, I, Eddard of the House Stark, Lord of Winterfell and Warden of the North, sentence you to die.",EDDARD STARK,NORTH,1,Winter is Coming,1
You understand why I did it?,EDDARD STARK,NORTH,1,Winter is Coming,1
But do you understand why I had to kill him?,EDDARD STARK,NORTH,1,Winter is Coming,1
The man who passes the sentence should swing the sword.,EDDARD STARK,NORTH,1,Winter is Coming,1
The White Walkers have been gone for thousands of years.,EDDARD STARK,NORTH,1,Winter is Coming,1
A madman sees what he sees.,EDDARD STARK,NORTH,1,Winter is Coming,1
There are no mountain lions in these woods.,EDDARD STARK,NORTH,1,Winter is Coming,1
It’s a direwolf.,EDDARD STARK,NORTH,1,Winter is Coming,1
Tough old beast.,EDDARD STARK,NORTH,1,Winter is Coming,1
Better a quick death. They won’t last without their mother.,EDDARD STARK,NORTH,1,Winter is Coming,1
" I’m sorry, Bran.",EDDARD STARK,NORTH,1,Winter is Coming,1
" You will train them yourselves. You will feed them yourselves. And if they die, you will bury them yourselves.",EDDARD STARK,NORTH,1,Winter is Coming,1
You have five northern children. You’re not an outsider.,EDDARD STARK,NORTH,1,Winter is Coming,1
It’s your gods with all the rules.,EDDARD STARK,NORTH,1,Winter is Coming,1
Tell me.,EDDARD STARK,NORTH,1,Winter is Coming,1
Your sister. The boy …,EDDARD STARK,NORTH,1,Winter is Coming,1
" He’s coming this far North, there’s only one thing he’s after.",EDDARD STARK,NORTH,1,Winter is Coming,1
" Hey,, hey, hey, hey. What are you doing with that on? [Pulls off ARYA’s helm]",EDDARD STARK,NORTH,1,Winter is Coming,1
Your Grace.,EDDARD STARK,NORTH,1,Winter is Coming,1
" Guarding the North for you, Your Grace. Winterfell is yours.",EDDARD STARK,NORTH,1,Winter is Coming,1
My queen.,EDDARD STARK,NORTH,1,Winter is Coming,1
Tell me about Jon Arryn.,EDDARD STARK,NORTH,1,Winter is Coming,1
We both did.,EDDARD STARK,NORTH,1,Winter is Coming,1
Aye.,EDDARD STARK,NORTH,1,Winter is Coming,1
I’m not worthy of the honor.,EDDARD STARK,NORTH,1,Winter is Coming,1
She was my sister. This is where she belongs.,EDDARD STARK,NORTH,1,Winter is Coming,1
" It’s done, Your Grace. The Targaryens are gone.",EDDARD STARK,NORTH,1,Winter is Coming,1
The boy I beheaded. Did you know him?,EDDARD STARK,NORTH,1,Winter is Coming,1
He was talking madness. Said the Walkers slaughtered his friends.,EDDARD STARK,NORTH,1,Winter is Coming,1
A wildling ambush.,EDDARD STARK,NORTH,1,Winter is Coming,1
Winter is coming.,EDDARD STARK,NORTH,1,Winter is Coming,1
Your pardon.,EDDARD STARK,NORTH,1,Winter is Coming,1
" Yes, the king has honored me with his offer.",EDDARD STARK,NORTH,1,Winter is Coming,1
I don’t fight in tournaments.,EDDARD STARK,NORTH,1,Winter is Coming,1
" I don’t fight in tournaments because when I fight a man for real, I don’t want him to know what I can do.",EDDARD STARK,NORTH,1,Winter is Coming,1
" I’m a Northman. I belong here with you, not down south in that rat’s nest they call a capital.",EDDARD STARK,NORTH,1,Winter is Coming,1
The king takes what he wants. That’s why he’s king.,EDDARD STARK,NORTH,1,Winter is Coming,1
How did he get so fat?,EDDARD STARK,NORTH,1,Winter is Coming,1
Send him in.,EDDARD STARK,NORTH,1,Winter is Coming,1
Stay.,EDDARD STARK,NORTH,1,Winter is Coming,1
What news?,EDDARD STARK,NORTH,1,Winter is Coming,1
" She’s fresh widowed, Cat. She doesn’t know what she’s saying.",EDDARD STARK,NORTH,1,Winter is Coming,1
" No, but I’m still better than you.",EDDARD STARK,NORTH,1,Winter is Coming,1
I hope I’ll serve you well.,EDDARD STARK,NORTH,1,Winter is Coming,1
Now and always!,EDDARD STARK,NORTH,1,Dragonstone,7
Varys.,EDDARD STARK,NORTH,8,The Pointy End,1
What about my daughters?,EDDARD STARK,NORTH,8,The Pointy End,1
And Sansa?,EDDARD STARK,NORTH,8,The Pointy End,1
You watched my men being slaughtered and did nothing.,EDDARD STARK,NORTH,8,The Pointy End,1
The madness of mercy. That she might save her children.,EDDARD STARK,NORTH,8,The Pointy End,1
The Queen can't kill me. Cat holds her brother.,EDDARD STARK,NORTH,8,The Pointy End,1
"  If that's true, then slit my throat and be done with it.",EDDARD STARK,NORTH,8,The Pointy End,1
"  Tell me something, Varys.",EDDARD STARK,NORTH,8,The Pointy End,1
"  I've had worse, my lady.",EDDARD STARK,NORTH,7,You Win or You Die,1
The South doesn't seem to agree with you.,EDDARD STARK,NORTH,7,You Win or You Die,1
I know the truth Jon Arryn died for.,EDDARD STARK,NORTH,7,You Win or You Die,1
Has he done this before?,EDDARD STARK,NORTH,7,You Win or You Die,1
Your brother Or your lover?,EDDARD STARK,NORTH,7,You Win or You Die,1
My son saw you with him.,EDDARD STARK,NORTH,7,You Win or You Die,1
With all my heart.,EDDARD STARK,NORTH,7,You Win or You Die,1
And they are all Jaime's.,EDDARD STARK,NORTH,7,You Win or You Die,1
You've always hated him.,EDDARD STARK,NORTH,7,You Win or You Die,1
"  When the King returns from his hunt, I'll tell him the truth.",EDDARD STARK,NORTH,7,You Win or You Die,1
"  I've made many mistakes in my life, but that wasn't one of them.",EDDARD STARK,NORTH,7,You Win or You Die,1
You damned fool.,EDDARD STARK,NORTH,7,You Win or You Die,1
I will.,EDDARD STARK,NORTH,7,You Win or You Die,1
"  I'll, I'll do everything I can to honor your memory.",EDDARD STARK,NORTH,7,You Win or You Die,1
Give him milk of the poppy.,EDDARD STARK,NORTH,7,You Win or You Die,1
No man could have protected him from himself.,EDDARD STARK,NORTH,7,You Win or You Die,1
His squire? The Lannister boy?,EDDARD STARK,NORTH,7,You Win or You Die,1
His Grace has had a change of heart concerning Daenerys Targaryen.,EDDARD STARK,NORTH,7,You Win or You Die,1
And what should I do with a hundred swords?,EDDARD STARK,NORTH,7,You Win or You Die,1
What about Stannis?,EDDARD STARK,NORTH,7,You Win or You Die,1
Stannis is your older brother.,EDDARD STARK,NORTH,7,You Win or You Die,1
Stannis is a commander. He's led men into war twice.,EDDARD STARK,NORTH,7,You Win or You Die,1
I will not dishonor Robert's last hours by shedding blood in his halls and dragging frightened children from their beds.,EDDARD STARK,NORTH,7,You Win or You Die,1
You will sail to dragonstone tonight.,EDDARD STARK,NORTH,7,You Win or You Die,1
Now leave us.,EDDARD STARK,NORTH,7,You Win or You Die,1
The King has no true born sons.,EDDARD STARK,NORTH,7,You Win or You Die,1
The throne passes to his brother Lord Stannis.,EDDARD STARK,NORTH,7,You Win or You Die,1
"  There is no ""unless"".",EDDARD STARK,NORTH,7,You Win or You Die,1
Do you have a shred of honor?,EDDARD STARK,NORTH,7,You Win or You Die,1
We?,EDDARD STARK,NORTH,7,You Win or You Die,1
What you suggest is treason.,EDDARD STARK,NORTH,7,You Win or You Die,1
"  Make peace with the Lannisters, you say. With the people who tried to murder my boy.",EDDARD STARK,NORTH,7,You Win or You Die,1
No. I won't do it.,EDDARD STARK,NORTH,7,You Win or You Die,1
There is no other choice. He is the heir.,EDDARD STARK,NORTH,7,You Win or You Die,1
You promised Catelyn you would help me.,EDDARD STARK,NORTH,7,You Win or You Die,1
"  No, all right.",EDDARD STARK,NORTH,7,You Win or You Die,1
King Joffrey?,EDDARD STARK,NORTH,7,You Win or You Die,1
Good. Is Lord Renly joining us?,EDDARD STARK,NORTH,7,You Win or You Die,1
"  Ser Barristan, I believe no man here could ever question your honor.",EDDARD STARK,NORTH,7,You Win or You Die,1
"  Ser Barristan is a good man, a loyal man. Do him no harm.",EDDARD STARK,NORTH,7,You Win or You Die,1
Commander! Take the Queen and her children into custody.,EDDARD STARK,NORTH,7,You Win or You Die,1
I want no bloodshed.,EDDARD STARK,NORTH,7,You Win or You Die,1
"  Whoa, boy, whoa.",NIGHT'S WATCH,WALL,7,You Win or You Die,1
No Ser!,NIGHT'S WATCH,WALL,9,The Watchers on the Wall,4
No Ser!,NIGHT'S WATCH,WALL,9,The Watchers on the Wall,4
No Ser!,NIGHT'S WATCH,WALL,9,The Watchers on the Wall,4
No!,NIGHT'S WATCH,WALL,9,The Watchers on the Wall,4
Lord Commander!,NIGHT'S WATCH,WALL,8,Hardhome,5
"  You earned that, Snow.",NIGHT'S WATCH,WALL,9,Baelor,1
Well done.,NIGHT'S WATCH,WALL,9,Baelor,1
It’s the Lord Commander!,NIGHT'S WATCH,WALL,1,The Red Woman,6
Who’s gonna help us?,NIGHT'S WATCH,WALL,1,The Red Woman,6
Who killed him?,NIGHT'S WATCH,WALL,1,The Red Woman,6
And they’ll slaughter us all.,NIGHT'S WATCH,WALL,1,The Red Woman,6
It’s a sad fucking statement if Dolorous Edd is our only chance.,NIGHT'S WATCH,WALL,1,The Red Woman,6
What’s one redhead gonna do against 40 armed men?,NIGHT'S WATCH,WALL,1,The Red Woman,6
Traitors!,NIGHT'S WATCH,WALL,1,The Red Woman,6
" They want to come in, they’re gonna come in.",NIGHT'S WATCH,WALL,1,The Red Woman,6
Edd is our only chance.,NIGHT'S WATCH,WALL,1,The Red Woman,6
Murderers!,NIGHT'S WATCH,WALL,1,The Red Woman,6
"  Come on, move 'em out.",NIGHT'S WATCH,WALL,8,The Pointy End,1
" Forgive my sister. What she lacks in diplomacy, she makes--",UNKNOWN,NONE,10,The Winds of Winter,6
I never miss.,UNKNOWN,NONE,9,The Dance of Dragons,5
Luck.,UNKNOWN,NONE,9,The Dance of Dragons,5
You’re too slow. You’ve always been too slow.,UNKNOWN,NONE,9,The Dance of Dragons,5
Slut.,UNKNOWN,NONE,9,The Dance of Dragons,5
We may have a problem.,UNKNOWN,NONE,4,Sons of the Harpy,5
You can't have them all.  It's not fair.,UNKNOWN,NONE,2,Stormborn,7
The Mountain killed father.  He'll crush you with one hand.,UNKNOWN,NONE,2,Stormborn,7
You want her to do it or me?,UNKNOWN,NONE,1,The Red Woman,6
Her or me?,UNKNOWN,NONE,1,The Red Woman,6
Good.,UNKNOWN,NONE,1,The Red Woman,6
" You’re a greedy bitch, you know that?",UNKNOWN,NONE,1,The Red Woman,6
We invited you to Dorne because we needed your help. You came to Dorne because you needed our help?,OBARA SAND,DORNE,10,The Winds of Winter,6
Obara.,OBARA SAND,DORNE,10,The Winds of Winter,6
We’re lucky he’s a singer. If he were a fighter we might have been in trouble.,OBARA SAND,DORNE,7,The Gift,5
It’s amazing how many men we beat seem to have this code.,OBARA SAND,DORNE,7,The Gift,5
You’re coming with me.,OBARA SAND,DORNE,6,"Unbowed, Unbent, Unbroken",5
" I wasn’t asking, princess.",OBARA SAND,DORNE,6,"Unbowed, Unbent, Unbroken",5
I am Obara Sand. Daughter of Oberyn Martell. I fight for Dorne. Who do you fight for?,OBARA SAND,DORNE,6,"Unbowed, Unbent, Unbroken",5
Will it be war?,OBARA SAND,DORNE,4,Sons of the Harpy,5
Without Doran we have no army to march against the Lannisters.,OBARA SAND,DORNE,4,Sons of the Harpy,5
" A ship's captain, who found me in Planky Town, claiming he had information to sell. He told me he smuggled Jaime Lannister into Dorne.",OBARA SAND,DORNE,4,Sons of the Harpy,5
" When I was a child, (Begins walking), Oberyn came to take me to court. I'd never seen this man, and yet he called himself my father. My mother wept, said I was too young, and a girl.",OBARA SAND,DORNE,4,Sons of the Harpy,5
(Smiles). I made my choice long ago.,OBARA SAND,DORNE,4,Sons of the Harpy,5
I'm oldest.,OBARA SAND,DORNE,2,Stormborn,7
She's not my momma.  You can have Cersei.  I want The Mountain.,OBARA SAND,DORNE,2,Stormborn,7
"  Will you shut up about Momma?  Momma, momma.",OBARA SAND,DORNE,2,Stormborn,7
We’re not here to feed you.,OBARA SAND,DORNE,1,The Red Woman,6
We’re here to kill you.,OBARA SAND,DORNE,1,The Red Woman,6
Smart boy.,OBARA SAND,DORNE,1,The Red Woman,6
I like to move around.,OBERYN MARTELL,DORNE,8,The Mountain and the Viper,4
You learn this during your years in the fighting pits? I always drink before a fight.,OBERYN MARTELL,DORNE,8,The Mountain and the Viper,4
Today is not the day I die.,OBERYN MARTELL,DORNE,8,The Mountain and the Viper,4
I'm going to kill that.,OBERYN MARTELL,DORNE,8,The Mountain and the Viper,4
Size does not matter when you are flat on your back.,OBERYN MARTELL,DORNE,8,The Mountain and the Viper,4
Never.,OBERYN MARTELL,DORNE,8,The Mountain and the Viper,4
Have they told you who I am?,OBERYN MARTELL,DORNE,8,The Mountain and the Viper,4
I am the brother of Elia Martell. Do you know why I have come all the way to this stinking shit-pile of a city? For you.,OBERYN MARTELL,DORNE,8,The Mountain and the Viper,4
I'm going to hear you confess before you die. You raped my sister. You murdered her. You killed her children. Say it now and we can make this quick.,OBERYN MARTELL,DORNE,8,The Mountain and the Viper,4
Say it. You raped her. You murdered her. You killed her children.,OBERYN MARTELL,DORNE,8,The Mountain and the Viper,4
You raped her! You murdered her! You killed her children!,OBERYN MARTELL,DORNE,8,The Mountain and the Viper,4
You raped her! You murdered her!,OBERYN MARTELL,DORNE,8,The Mountain and the Viper,4
You killed her children!,OBERYN MARTELL,DORNE,8,The Mountain and the Viper,4
" Wait. Are you dying? No, no, no. You can't die yet. You haven't confessed. Say it. Say her name. Elia Martell. You raped her. You killed her children. Elia Martell. Who gave you the order? Who gave you the order?! Say her name! You raped her! You murdered her! You killed her children. Say it. Say her name. Say it!",OBERYN MARTELL,DORNE,8,The Mountain and the Viper,4
I did spend some time with an absolutely stunning blonde the other day.,OBERYN MARTELL,DORNE,7,Mockingbird,4
Your sister.,OBERYN MARTELL,DORNE,7,Mockingbird,4
